"capital_index","gdp_yoy","inflation","bank_rate","cred_cs_yoy","cred_hs_yoy","sa_us_10yr"
4.3,0.857926621664262,4.46304,6,10.5740914485008,4.20150846512577,6.296
4.3,0.753851070913569,4.5961,6,12.0955413306833,4.35734970453918,6.214
4.3,0.592946337667044,4.735376,6.25,12.9611886569139,4.53018989822489,6.236
4.3,0.432555298623782,5.16039,6.25,13.1743885692934,4.38191600312638,7.082
6.05,0.272675292402269,6.145251,6.75,12.278551918002,4.47166987350993,7.534
6.05,0.586559046237944,6.934813,6.75,12.4195882630092,4.65444573396656,7.459
6.05,0.901228977735613,6.438356,7,12.0558296008612,4.49391763908817,7.392
6.1,1.21668960804602,6.51289,7,11.4169038313017,2.29596938904244,7.272
6.1,1.06259974794547,6.504065,7,10.7631209799761,2.32509945558093,7.476
6.1,0.908734471983941,6.469003,7,12.2139196699198,2.08160673249385,7.404
6.1,0.755093107788873,6.550802,7,11.6327174819601,1.39801085027624,7.241
6.1,0.639009178050465,6.275033,7,10.8176059452298,1.41216158719022,7.081
6.1,0.523125409549507,6.408545,7,11.7620893770221,1.19792897381359,7.054
6.1,0.407441207421222,6.65779,7,10.499162201528,1.01127087521746,7.018
6.1,0.485102827593131,6.914894,7,8.16613077767503,0.734040197665564,6.765
6.1,0.562580850690786,7.029178,7,10.1963868162979,0.721869484555704,6.454
6.35,0.639875950170321,6.842105,7,10.803837972346,0.620184048570671,6.339
6.35,0.78941245169748,6.485085,7,9.38495506180104,0.41904423057435,6.333
6.35,0.93863003483996,6.177606,7,8.51177625970969,0.650323401174369,6.137
6.35,1.08752988434571,5.22293,7,7.91197303046474,2.85044502231102,6.538
6.35,1.15287088489779,5.343512,7,9.247714496275,2.86607099834839,6.347
6.35,1.21817452114676,5.063291,7,8.61384032031367,2.87359855479963,6.334
6.35,1.28344083904555,4.265997,6.75,7.14340128712312,3.28695950752085,6.371
6.35,1.38617479809842,4.522613,6.75,7.07634465450937,3.33616158520282,6.366
6.35,1.48874528840128,4.89335,6.75,6.87448342795172,3.27901557856585,6.262
6.35,1.59115275363479,4.74407,6.75,6.94186338325711,3.40854366337666,6.448
6.35,1.61008743357804,4.353234,6.75,7.5551211341697,3.7101530794402,6.946
6.35,1.62895913583103,4.460967,6.75,6.24605074232676,3.76777930801815,6.655
6.6,1.6477681744071,4.310345,6.75,3.93660094699566,3.62633417384508,6.488
6.6,1.38324592728889,3.775883,6.75,4.78644009027054,3.84637898447533,6.204
6.6,1.11898406396591,3.757576,6.5,5.02413807237865,3.85241732971267,6.223
6.6,0.854981278792444,4.237288,6.5,4.41746447204032,4.00923536269637,6.193
6.6,1.20280377199009,4.347826,6.5,3.23720988939975,4.15637072731787,6.084
6.6,1.54899696365742,4.337349,6.5,5.17864880944892,4.3801965200414,6.148
6.6,1.89357433529835,5.054152,6.5,5.03272346857155,4.66236693209758,6.176
6.6,1.85499541254277,4.807693,6.5,6.2343152451124,4.6749395797141,6.174
6.6,1.8165025641192,4.904306,6.5,5.25124285735323,4.93203188080304,6.067
6.6,1.77809549944321,5.00596,6.5,3.84072797647317,5.09584505678013,5.906
6.6,1.31033981267716,5.125149,6.75,3.12152026138968,5.3485578380684,5.946
6.6,0.842041381639369,4.50771,6.75,4.75352676133198,5.49514811306935,6.229
6.85,0.373194117170783,3.896104,6.75,6.28603024990166,5.88985497650718,6.577
6.85,0.606737163514737,4.107981,6.75,5.21311439634005,5.9880739817693,6.588
6.85,0.840122490478024,4.439252,6.75,5.44388433025613,6.06082264195802,6.664
6.85,1.07335089274532,4.413473,6.75,8.17001445861685,6.13342846741016,6.532
6.85,0.699278546713167,4.398148,6.75,7.79645750220848,6.19129489527541,6.711
6.85,0.326860764718973,4.503464,6.75,5.57686072936541,6.30562952625606,6.948
6.85,-0.0439159720924565,4.009164,6.5,6.48979483204641,6.1513577264579,6.731
6.85,-0.148442913726043,4.357798,6.5,5.88803286386952,6.46133125774231,7.403
6.85,-0.252885911373113,4.104903,6.5,5.05142191541506,6.45308285759079,7.202
6.85,-0.357245123010941,3.632236,6.5,7.19558735670045,6.49177183707756,7.235
6.85,-0.0790794948253293,3.628118,6.5,6.24223347149382,6.45365500194384,7.324
6.85,0.199936950680168,3.972758,6.5,4.53413858149485,6.24248126385005,7.253
6.85,0.479809214119697,4.318182,6.25,3.30585354417856,6.09965884872175,7.253
6.85,-5.44876353474208,4.509583,6.25,3.42689462135883,5.8409928087281,7.35
6.85,-11.7315401772938,4.138702,5.25,4.76822333333953,5.65136904980506,9.59
6.05,-18.4148623804306,2.892102,4.25,3.92330167071115,4.27589448592585,10.085
6.05,-13.9664556581961,1.995565,3.75,2.94697614123276,3.51094605594025,8.623
6.05,-9.71045271358246,2.099447,3.75,1.78482424910555,3.07432981303606,8.372
6.05,-5.63101509379447,3.193833,3.5,1.63669352144709,3.13097215839555,8.733
6.05,-4.7046126824501,3.076923,3.5,0.858227827910518,2.91189793152089,8.617
6.05,-3.78649313704198,2.847755,3.5,-1.90383381017263,3.13809378408187,8.604
6.05,-2.87650768346595,3.285871,3.5,-0.860357299584003,2.88802301998317,8.583
6.05,-2.66410913730155,3.172867,3.5,-0.63091349803841,2.76682727344806,8.054
6.05,-2.45210399683984,3.056769,3.5,-0.67679540387271,3.1512310352106,7.9
6.05,-2.24049069496832,3.267974,3.5,0.361612806160316,2.73943596424644,7.69
6.05,4.01474704910303,2.912621,3.5,0.44408029464158,2.93883263501193,7.415
6.05,10.6221479942958,3.11493,3.5,-4.88351017491873,3.24754350764422,7.725
6.05,17.6280745649819,4.540541,3.5,-5.66111112156644,4.62776342417452,7.597
6.6,12.5756410898063,5.217391,3.5,-4.01605522192572,5.45600239196524,7.611
6.6,7.71236755022482,5.08658,3.5,-2.53083730510788,5.42515148496712,7.677
6.6,3.02237800381349,4.695838,3.5,-1.02624714841184,5.20900127281276,7.975
6.6,2.64187382949839,5.010661,3.5,-0.880971136239772,5.54301633025922,7.942
6.6,2.26681939249378,5.111821,3.5,1.1151792706114,5.38860815166355,7.945
6.6,1.89709586305185,4.984093,3.5,0.513594163719056,5.51495029428484,8.264
6.6,2.1316298324157,5.408271,3.75,2.57976690123414,5.58529137673407,8.462
6.6,2.36468764331335,5.932203,3.75,3.41764119068362,5.27257247777104,8.42
7.6,2.59628381545998,5.696203,4,3.74440060090944,5.63243234522162,8.067
7.6,1.80593267946438,5.660378,4,2.91940415564547,5.79581953895971,7.717
7.6,1.01686560784771,6.145833,4.25,5.92487370286889,5.9018146918838,7.978
7.6,0.229054968139764,5.997932,4.25,7.03050956057751,6.15272532055666,7.366
7.6,1.44518727113105,6.61157,4.75,7.0972884025652,6.17139869805357,7.423
7.6,2.66041475080332,7.415036,4.75,9.32654443054037,6.63211294258872,7.473
7.6,3.87482805419541,8.053007,5.5,8.94411599363991,6.92292340893648,8.245
7.6,2.87432533732979,7.918782,5.5,11.2206403910214,6.8710168319198,7.768
7.6,1.87446912758826,7.801418,6.25,12.9242411660433,6.9852193641065,7.451
7.6,0.875208866008492,7.777778,6.25,11.6262460140597,7.13538856787679,7.291
7.6,0.651588068581432,7.746479,7,10.4856546414338,7.15668807267207,7.023
7.6,0.429398941862935,7.5,7,10.208412382425,7.44782928805812,7.326
7.6,0.208627237680936,7.185629,7.25,10.7856843610904,7.70864605235477,6.87
7.6,0.751395333993088,7.34127,7.25,11.4205793370665,7.44380352192895,7.188
7.6,1.2946201548619,7.262022,7.75,11.1500832341664,7.06182082686571,7.525
7.6,1.83831030235506,7.121951,7.75,10.1075364546949,6.84031413592017,7.81
7.6,1.05371479856871,6.589147,8.25,7.30531599997235,6.57905886569008,8.404
7.6,0.273091014415172,5.656759,8.25,7.89603192206396,6.33884296696969,8.18
7.6,-0.503614737720604,4.811321,8.25,6.61600458919445,6.1014372360944,7.828
7.6,0.0786595940915902,4.797742,8.25,3.95192446335013,5.77758033592009,7.552
7.6,0.662988528992159,5.451128,8.25,5.07685080167128,5.40782084373816,7.72
7.6,1.24939298981896,6.091846,8.25,4.25389678013239,5.09178877668433,7.55
7.6,1.04908966483936,5.602241,8.25,4.01358575723698,4.66662645330302,7.276
7.6,0.849225107810092,5.209302,8.25,5.06078413553546,4.25933229493989,7.474
